date,renderedContent,sentiment,location
2020-03-25 08:24:50+00:00,during we have to workfromhome to fight against wfh will be successful only if our internet connect are working properly its humble request to hathwaybrdband to fix my connectin support pmoindia rsprasad sanjaydhotremp,2,Delhi
2020-03-25 05:01:06+00:00,dont mess with the rules workfromhome wfh stayhomestaysafeludomessage of the day new delhi,1,Delhi
2020-03-25 03:28:03+00:00,wfh workfromhome works for some doesnt for others also depends on the nature of ones worksadly or not for me its a struggle theres only that much one can do on video calls and conference callsalso easy access to food bed amp ott platforms at home doesnt help,0,Delhi
2020-03-24 19:30:07+00:00,world richest coronavirusindia stayhome netflix sidharthshukla prayersforcoronafreeworld bhuladungaftsidnaaz memes master jantacurfew wfh whatsapp americanidol russia,1,Delhi
2020-03-24 18:22:48+00:00,if you are working from home then you can exercise at home too grefru stayhealthy stayathome coronavirus lockdown indialockdown coronavirusindia wfh exerciseathome exercise home homesweethome homeexercise stayfit healthylife buyfresh eatfresh,1,Delhi
2020-03-24 11:29:42+00:00,as we practice socialdistancing ifcci shares some dos and donts for gaining better efficiency while workingfromhome do you agree wfh workfromhome tuesdaymotivation,1,Delhi
2020-03-24 10:28:08+00:00,day neem tree overcast lockdown wfh,1,Delhi
2020-03-24 09:46:21+00:00,post lunch walk encounters while at wfh,1,Delhi
2020-03-23 19:34:48+00:00,how to wfh as indiafightscorona an insightful video for you to be productive during these tough times via jagranjosh,2,Delhi
2020-03-23 18:25:20+00:00,in times of lockdownnow keeping fit is most important exercise denotes the state of confusion prevalent these days somtime clockwise amp other time anticlockwise covidiots abpnews zeenews ndtv cnbcawaaz wfh coronaindia namo,1,Delhi
2020-03-23 16:57:09+00:00,if anybody wants to take classes of how to wash bartan can contact me bejhijak wfh stayathomesavelives,1,Delhi
2020-03-23 16:20:59+00:00,good to resume worklife even if it is out of my house and online maybe this is our new normal i realised the way we dress affects the way we think feel act and ultimately how others behave towards us agree imageconsultant onlinemeeting quarantinelife workfromhome wfh,2,Delhi
2020-03-23 15:01:10+00:00,day workfromhomenot anything like that smile started with period cramps and a lot of work stress bcuz trying to get hold of this habitbut familytime this too shall passquarantine wfh corona,0,Delhi
2020-03-23 11:00:16+00:00,dad cant wfh because there are ailing babies elderly to be treated and csections to be done pls dont go to hospitals for nonurgent procedures ensure toddlers dont swallow coins because that means my dad has to go to the hospital for something entirely avoidable corona,0,Delhi
2020-03-23 10:42:36+00:00,growfitter my workout from home contestalert contestimewfh workoutfromhome workout home friendslucky winners contests giveawaysquad giveaway winners gifts giveaways follow join,2,Delhi
2020-03-23 10:00:32+00:00,workingfromhome and addingdevices don t miss my wfh companions masha and sweety who re dozing most of the times as i work mayur vihar extension metro station,2,Delhi
2020-03-23 05:21:16+00:00,never missed office on a monday so much workingfromhome wfh delhilockdown,0,Delhi
2020-03-23 03:13:28+00:00,i see busses running and some of them are jam packed not everyone has started wfh clearly,1,Delhi
2020-03-22 15:09:20+00:00,one can recall so many such moments in the last week or so wfh wfhlife twittercomjoyandlifesta,2,Delhi
2020-03-22 11:48:25+00:00,a big thankyou to all the workers whore allowing me and my family to selfquarantine by putting themselves at riskthey dont have the luxury to wfh and life is continuing as normal for them god bless fightcoronatogether weshallovercome,2,Delhi
2020-03-22 03:16:05+00:00,learning n teaching keep u n me side by side thus keeping us on equal footingsignup notesgen for a unique interaction with your peers n predecessors to learn from their notescoronavirusoutbreak has given opportunity to studentslearners to use wfh edtech twittercomimportedfuns,2,Delhi
2020-03-22 00:27:31+00:00,hey timcook apple community is a cult you have a great broadcast capabilities suggest if you can ask a bunch of your team to create engagement for people to be hooked online while they themselves wfhappreciate the thought of donations too twittercomtimcookstatu,2,Delhi
2020-03-21 15:52:32+00:00,companies which are forcing their employees to comeplease do understand your employees are your real wealthdont play with their lives amp health they are the only one who is running yougrant them wfh stayhomestaysafe workfromhome isupportjantacurfew,2,Delhi
2020-03-21 13:15:53+00:00,who remembers jolly the game when if u have and others dont u slap them quarantine wfh homealone school kids vasant kunj,0,Delhi
2020-03-21 12:07:48+00:00,even corona can t be a barrier to teaching and creating a learning eco system for students glimpses of online psychology classes with my du students wfh teachingduringcoronavirus teachingwithzoom teachingfromhome wfhwithkids coronaviruspandemic coronaindia indianteacher,1,Delhi
2020-03-21 11:02:57+00:00,each man for his own on his own madhatsmedia socialsamosa advertisingagencies adsoftheworld jantacurfew covid wfh workfromhome advertising creativeagency digitalmarketing creativity agencylife agency business gurgaon,1,Delhi
2020-03-21 06:47:50+00:00,thanks to techmahindra harshsoin for allowing there employees to wfh as to maintain socialdistancingnow is much required we will together fightagainstcoronavirus,2,Delhi
2020-03-21 05:22:57+00:00,yes yes and more yes while i ve tried setting things up and it s getting better still wfh sucks twittercomkalramukeshst,1,Delhi
2020-03-21 05:10:31+00:00,to everyone not sharing crap on whatsapp twitter sharing movies playlists netflix series things to buy for your food menu tools for wfh activities for kidsmore you ll save the earth heroes,2,Delhi
2020-03-21 04:26:41+00:00,hoping for an early easing of this requirement cbicindia to facilitate wfh temporarily to fight covidpandemic finminindia debjanighosh nasscom twittercomnasscompolicy,2,Delhi
2020-03-20 15:31:05+00:00,thankful that we have color amp cheer in our garden during these worrisome amp gloomy timescovid socialdistancing wfh spring homegardener smalljoysoflife gurgaon haryana,2,Delhi
2020-03-20 15:21:11+00:00,it s do or die you have to have to quarantine yourself amp wfhhere s a spl conversation with people who inspire me everyday rajananandan amp deepkalra great ideas productivity hacks for you allalso is this the big reset will we ever go back to regular office days twittercometnowlivestat,2,Delhi
2020-03-20 14:12:55+00:00,hi everyone this week onwards the dockstars have gone on virtualmode its a bit familiar yet a bit new but its business as usualstay safe stay healthy stay positiveworkfromhome virtualteams wfh hunkerdown beingdockabl,2,Delhi
2020-03-20 13:03:02+00:00,first day of wfh draws to a close good time to revisit how it all started for us thank you to and dhirajpandey twittercomnisweystatus,2,Delhi
2020-03-20 12:26:11+00:00,while we the privileged atleast in this case ones are availing wfh today we asked our househelps not to come for work till its safe but for anything else helping other to staysafe the least that we could have done,1,Delhi
2020-03-20 10:31:32+00:00,a new student joined in while i took my first online class from home wfh catsofacademia lajpat nagar,1,Delhi
2020-03-20 07:14:44+00:00,my wife an mnc employee has been working from home for past many years just as many of her global colleagues do for her wfh is normal her only problem tolerating me at home,1,Delhi
2020-03-20 06:24:26+00:00,beehive system pvt ltd sector noida is still operational inspite of repetitive communications to give employees wfh facility narendramodi pmoindia noidapolice bjpnoida please check this its a risk for the communitygocorona socialdistanacing wfh stayathomechallenge,0,Delhi
2020-03-20 05:11:35+00:00,when everyone is working from home its perfect time to play drum rolls conference call bingowfh emeraldinindia,2,Delhi
2020-03-19 23:48:49+00:00,can hear pressure cooker whistles guess no wfh for someone in the neighborhood,1,Delhi
2020-03-19 14:26:00+00:00,workfromhome be like though we should avoid home deliveries and ourside food quarantine wfh selfquarantine all because of coronavirus who whosearo mcdonalds mcdonaldsindia foodblogger foodie delhi,1,Delhi
2020-03-19 13:15:07+00:00,i think wfh is forcing all of us to introspect on the kind of professionals we want to be are u a micro manager do u fall lazy without constant supervision and surveillance or do u try to overcompensate through info overload lets take this time to find the balance,1,Delhi
2020-03-19 11:23:16+00:00,gabbbarsingh enjoying wfh,2,Delhi
2020-03-19 04:25:31+00:00,salute salute thursdaymotivation thursdaymorning thursdayvibes wfh work workfromhome coronavirusindia coronavirusupdate,2,Delhi
2020-03-19 03:36:31+00:00,for all those wfh twittercomangelamdiloret,1,Delhi
2020-03-18 16:32:05+00:00,rules of wfh work from home twittercomsayemastatus,1,Delhi
2020-03-18 15:49:35+00:00,head from today work from home wfhterrorists but sir head what i said do that terrorists goes back home blasts the home,1,Delhi
2020-03-18 12:49:37+00:00,wfh diaries keventersshake triple chocolate drool gt original sin flavour tubs gone in two days will update on other new flavour by tonight wednesdaymotivation,1,Delhi
2020-03-18 12:04:51+00:00,wfhtwitternot easy to work from home difficult it is wfh pandemiadelhicovidattack delhicrisis indiacrisis delhi gugaon pmoindia pmocovidoutin,0,Delhi
2020-03-18 11:45:14+00:00,wfh quarantinelifethanks to salesforce as its in cloud,2,Delhi
2020-03-18 10:07:52+00:00,has impacted massively but looking at the positive side its encouraging gretathunberg fight for climatechange reduction in pollution congestion also bringing much needed qualitytime with family bepositive coronavirusoutbreak coronavirusupdate wfh corona,2,Delhi
2020-03-18 10:06:32+00:00,if you are working from home wfh and nobody from the office called you you know how much you are required in your office coronavirusindia,1,Delhi
2020-03-18 09:45:57+00:00,my second greentea before the afternoon chai wfh,1,Delhi
2020-03-18 07:54:37+00:00,the best hack for wfh,2,Delhi
2020-03-17 18:48:01+00:00,a designers wfh setup is incomplete without a monstera plant,1,Delhi
2020-03-17 16:11:26+00:00,docmranney thriveindia aabhabakaya iyersriram a promise from employers that those opting for wfh don t get terminated later,1,Delhi
2020-03-17 12:25:27+00:00,make the most of it selfisolation wfh quarantinelife,1,Delhi
2020-03-17 09:51:35+00:00,arvindkejriwal sir there are confirmed cases of corono at lodhi road area and still theres no wfh offered by government organisationshow many people are psu and government organisations looking forward to get wfh noaction,0,Delhi
2020-03-15 10:26:55+00:00,i wish i too had the luxury of wfh,2,Delhi
2020-03-14 17:57:29+00:00,india is all the talent between somaniutsav and quote on wfh diversity at its best,2,Delhi
2020-03-14 16:28:02+00:00,code to work from home wfh will always follow and share with my team can fine tune as required great template angellistindia angellist thanks for sharing somaniutsav twittercomsomaniutsavs,2,Delhi
2020-03-13 15:22:26+00:00,thanks to dotindia secretary and his team for relaxing the osp conditions on wfh for itites industry appreciate the timely action thanks goimeity for support together we fight coronaviruspandemic nasscom debjanighosh aaspeaks,2,Delhi
2020-03-13 09:04:05+00:00,positive discussions with dotindia team and secretary to address itites industry s request to relax osp conditions to enable wfh to fight coronaviruspandemic goimeity mohfwindia nasscompolicy nasscom twittercomdebjanighosh,2,Delhi
2020-03-12 16:11:41+00:00,awaiting dotindia to relax osp restrictions temporarily so that wfh for ites industry as a bcp measure is implementable rsprasad debjanighosh nasscom aaspeaks goimeity twittercomstpiindiastat,1,Delhi
2022-03-01 09:35:18+00:00,i am experimenting with using a canon video camera and hdmi capture for my work zoom meetings so far the results are miles better than the logi webcam mainly because we cant install the logi software on our laptops the camcorder has way better optics and auto everything wfh,2,Melbourne
2022-01-19 20:00:02+00:00,breaking news boris johnson ends mandatory masking vaccine passports and work from home requirements masks vaccinepassports vaccination wfh borisjohnson vaccinemandates omicron gbnews,1,Melbourne
2022-01-17 01:10:24+00:00,wfh again meet bink media table it s perfectly sized for your laptop or tablet desk wfh bdiaustralia bdi clu living instagramcomclulivingpcy,2,Melbourne
2022-01-15 04:33:26+00:00,advanced wfh hacks check out asif khans video vmtiktokcomzsecpjrxa,1,Melbourne
2022-01-02 23:37:59+00:00,ready to get back to work tomorrow wfh,1,Melbourne
2021-12-09 20:04:58+00:00,how much will you work from home next year wfh workfromhome workfromhomejobs,1,Melbourne
2021-12-07 11:24:24+00:00,human are social but how many of you have are part of a friend group of more than person friends socialbehaviour humanbeing connected wfh meeting,1,Melbourne
2021-11-30 08:59:10+00:00,our company went all in on remote work here s what worked and didn t remotework wfh work business,1,Melbourne
2021-10-27 22:21:03+00:00,anybody else corporate wfh,1,Melbourne
2021-10-22 02:23:18+00:00,wfh today is actually working from outside the barber while i wait for some maintenance on my very neglected postlockdown undercut,1,Melbourne
2021-10-19 00:26:52+00:00,just received an email titled maddy we need to talk and had a mini heartattack it was on my personal emailfrom my wine subscription servicenakedwinesaus maybe don t scare loyal customers during weekday working hours wfh consultantlife,0,Melbourne
2021-10-14 09:03:15+00:00,sometimes you re working from home with extreme diligence sometimes you re channeling courtney love circa when i say you i mean me courtneylove wfh overit,1,Melbourne
2021-10-09 20:54:47+00:00,reading noisy neighbours in theage wfh for years i hear youapart from lawnmowers and leaf blowers its the continual home renovation hammering amp the abandoned backyard dogs barking that disrupts my concentrationits a gamblewfhneighboursdisruption,0,Melbourne
2021-10-09 02:38:58+00:00,were in the news haha hybridworking remoteworking workfromhome wfh in nibhealthfund newscomaufinanceworka,1,Melbourne
2021-09-28 19:17:55+00:00,i also got roasted on this hilarious program by meladoodle for having a nice car for someone who only has to work once every years it was framed in the background of a wfh interview hey it s for tax deductible science experiments srccomauusinganaccel,1,Melbourne
2021-09-28 15:57:37+00:00,buildinpublic day i wasn t focusing today only made a small progress of indesign studying use the seo knowledge i learnt to help a friend s online profile does anyone know how to find a remote job as a writing graduate student remotework wfh,1,Melbourne
2021-09-17 04:00:30+00:00,who said men can t multitask wfh dogdad,1,Melbourne
2021-09-14 08:00:25+00:00,does anyone else finish the day wfh under lockdown restrictions and change from daytime uggs to nighttime ones,1,Melbourne
2021-09-12 23:54:28+00:00,today in norths busy schedule a meeting at to remind me to feed her instead of going to my team meeting wfh,1,Melbourne
2021-09-12 22:04:45+00:00,make working from home more productive with the wave desk and billy drawer cabinet wfh desk ethnicraft homeoffice clu living,2,Melbourne
2021-09-05 01:07:46+00:00,this photo epitomises workingfromhome with kids not enough time in the day to put my shoes on everything feels a bit blurred little people always trying to steal my phone to take random photosto all my fellow wfh parentskeeping goingyouvegotthis,1,Melbourne
2021-09-04 05:24:01+00:00,i don t think i can ever work in an office fulltime again nor do i have any desire toremote or flexible work is not the future it is here nowexcellent thread with tangible insights wfh remotework twittercomchrisherdsta,1,Melbourne
2021-09-02 07:22:07+00:00,i don t do it very often maybe never but decided to take a day off for my birthday today latrobe are giving me another day tomorrow a wellness day for all staff i already feel a rejuvenated me come monday as i wfh and feel blessed to be vaxxed and safe,2,Melbourne
2021-09-01 23:53:09+00:00,daughters zoom class wfh viclockdown,1,Melbourne
2021-08-30 07:20:58+00:00,busy working today and a tortoiseshell cat walks past my window wfh notacatneighbourhood mademyday,0,Melbourne
2021-08-26 00:07:21+00:00,markfebbraio amyremeikis frankie one of the joys of working from home she will get an extra treat or two for international dog day always useful to have an excuse above and beyond her just being the best dog ever wfh petsoflatrobe,2,Melbourne
2021-08-24 06:01:30+00:00,text from kid s bedroom ik ur in a bored meeting but what should i do i vomited wfh,0,Melbourne
2021-08-20 00:44:25+00:00,wfh package arrived my new home office space is finally set up scienceitworksbitches crossstitch not included,1,Melbourne
2021-08-17 23:09:19+00:00,kerrydozheart gemtreee rebeccahritchie absolutely kerrydozheart i ve many times wore something similar as long as you have a jacket on nobody will notice it workingfromhome wfh wfhwear,1,Melbourne
2021-08-11 11:59:46+00:00,davidcoles the best thing about wfh is that i can open my office window often its so much better than the air in my workplace office no openable window,2,Melbourne
2021-08-11 04:34:19+00:00,company what a calming influence liadog dogshare wfh,2,Melbourne
2021-07-27 00:48:32+00:00,the thing i miss wfh is cranking the tunes on the way to work,0,Melbourne
2021-07-23 07:54:07+00:00,get yourself a boss who texts you this after a hectic week yes she s amazing and no i will not shareeverydaykindness dreamteam wfh,2,Melbourne
2021-07-21 23:53:46+00:00,relaxed coworker in the office today wfh melbourne victoria australia,2,Melbourne
2021-07-20 06:36:30+00:00,office coworkers disrupting my concentration wfh melbourne victoria australia instagramcompcrigzxblpkb,0,Melbourne
2021-07-17 00:33:05+00:00,woke up to find out that my office building is a tier exposure site luckily i ve not gone in to work since the last lockdown wfh really is a lifesaver covidvic melbournelockdown wfh,2,Melbourne
2021-07-15 02:58:47+00:00,working from home kitties kitty wfh somehow ada managed to fit herself into my chair with me melbourne victoria australia,1,Melbourne
2021-07-13 07:35:26+00:00,it s a different kinda high when you sort out a vpn issue that two it help desk agents couldn t figure out i should give myself more credit for being techsavvy wfh vpn,2,Melbourne
2021-07-12 11:49:10+00:00,work day in the life melbourne womenintech product wfh,1,Melbourne
2021-07-04 02:12:34+00:00,working from home doesn t have to be boring elevate your home office with the american designed modica desk and pedestal cabinet bdiaustralia bdi bdiusa wfh homeoffice homeofficedecor desk clu living,2,Melbourne
2021-06-29 10:03:37+00:00,i hope we go ìnto lockdown again so that i can work from homeeeeee wfh workfromhome,2,Melbourne
2021-06-15 10:21:16+00:00,ellawildlife wtbmichael on a walking track behind crystal brook tourist park on the mullum mullum creek a definite homeschooling and wfh treat last week dm me if you d like details,2,Melbourne
2021-06-08 06:22:18+00:00,just when that important zoom meeting starts the neighbours gardener starts trimming our hedgeswfh,1,Melbourne
2021-05-13 06:35:39+00:00,working when bundled up in blankets on your bed with the heater on as it s raining outside is a different kind of cozy flexible working is the absolute best and you cannot convince me otherwise wfh flexibleworking consultantlife,2,Melbourne
2021-04-23 05:32:03+00:00,working from homeout of my home office and at the dining table blissfilly ignoring whats behind mespot thewashing trolley loads todaydirty dishes kids dutiesthermomix from earlier coffeetea towels for someone to usewine glasses from last nightwfh,1,Melbourne
2021-04-15 03:00:01+00:00,great to be at swinburne centre for the new workforce launch of peak human workplace report wfh seen as great for productivity but perhaps not for innovation first in person event for about months,2,Melbourne
2021-04-07 08:20:28+00:00,my first story for marieclairemag looks at the crisis facing wfh employees and the potential for bullying and harassment work wfh pandemic marieclaire bullying workfromhome career women womeninbusiness,0,Melbourne
2021-03-24 21:45:10+00:00,it s days like these when i m so grateful to be able to work from home in comfort and warmth without having to travel to the office long may it continue consultantlife wfh,2,Melbourne
2021-02-25 20:54:57+00:00,when you start wfh at to finish off a report that is due at and your internet is down gah thank goodness for hotspotting firstworldproblems,1,Melbourne
2021-02-22 10:05:08+00:00,it seems normal to work hr days but get paid for right wfh,1,Melbourne
2021-02-12 09:38:13+00:00,well at least i have something to do in lockdown now twilio sent the coolest lego wfh set and my giftofcode mug arrived so excited to build this amp drink tea definitely one of the most awesome pieces of swag ive received twilio developers wfh dev,2,Melbourne
2021-02-10 06:49:10+00:00,still working processing orders wfh repslife animalhealthproducts,1,Melbourne
2021-02-02 22:20:21+00:00,dustypee i just had a whole heap of products delivered and was still in my pjs wfh,1,Melbourne
2021-01-17 19:59:11+00:00,has shown businesses that flexible work arrangements can for many not all be a positive game changer key points from andrewmay on breakfastnews today leaders have to lead amp diversity not just gender improves wfh,2,Melbourne
2021-01-10 22:01:30+00:00,my heat policy for my nonac wfh office today,1,Melbourne
2021-01-04 06:40:18+00:00,thisistomellis hybrid wfh coworking creativecubesco hawthorn or cremorne or cbd workclubglobal spaceandco,1,Melbourne
2020-12-16 03:24:04+00:00,christmas gift ideas for kids wfh wine,1,Melbourne
2020-12-01 00:00:06+00:00,this is how we attend industry events in ausaelive imiscloud wfh,1,Melbourne
2020-11-26 04:41:20+00:00,double dose of filmgirl with rocketfm amp ovrtrd dropping on the same day podcast wfh,1,Melbourne
2020-11-11 21:19:49+00:00,everything is wrong with this impertinent amp arrogant proposal by the dbank start taxing multinational corporations first before targeting parts of the population where wfh has brought some financial relief not that we could ever afford unhealthy and overpriced lunches anyway twittercomguardiannewss,0,Melbourne
2020-11-06 22:01:38+00:00,ibuildthecloud days and counting wfh,1,Melbourne
2020-11-02 05:51:00+00:00,thats of lap dog sitting on me wfh melbourne victoria australia,1,Melbourne
2020-10-28 09:41:28+00:00,oh you re done the pub is back we discussed kids mates digital jobs life work wfh amp the prospect of family lunch every now amp then she s my jax we love you terminushotelfn,2,Melbourne
2020-10-22 22:23:49+00:00,its friday and its holiday pay rates today grandfinal aflgrandfinal friday work wfh,1,Melbourne
2020-10-17 22:50:13+00:00,it s time to give us back some heaven we ve had one hell of a time homeschooling wfh while managing ours amp checking in on others mentalhealth so come on danielandrewsmp open up so we can see our parents ppl can check amp fireproof their regional homes,2,Melbourne
2020-10-17 00:35:34+00:00,positive covidstories yesterday a mate who s been asking his boss for years to consider wfh commute fortnight to office from radelaide got his wish he s going to live in his adelaide home he bought years ago while work in melbourne coronasuccess,2,Melbourne
2020-10-13 21:31:54+00:00,melbourne lockdown march vs october our littlest is back at school some level of productivity is restored a few dozen extra skateboards on the walls amp slowly creeping into the rest of the house indiedev wfh,2,Melbourne
2020-10-12 05:22:41+00:00,you know its getting warmer in melbourne when its time to change your wfh shoes springday,1,Melbourne
2020-10-12 00:31:16+00:00,diary from melbournelockdown wfh for everbored of sourdough breadpub take away sucksexplored every lane way and park within km radius seasons went by without noticingaged care governance does not belong in private handscovidiots are stupidneed public housing,0,Melbourne
2020-10-09 12:16:19+00:00,stop having meetings that could be an email that is allwfh lockdown meetings,0,Melbourne
2020-10-02 01:34:57+00:00,a very covid wfh moment today i am in a webex court hearing and the family cat begins meowing plaintively at my study door to be let in for a morning cuddle auslaw barrister,1,Melbourne
2020-09-29 03:14:51+00:00,its great to be attending the online asbmb education symposium today and hearing from presenters about how they adapted their teaching during looking forward to the research symposium tomorrow wfh itsasbmb,2,Melbourne
2020-09-28 06:03:07+00:00,the academic year started in march when i gave my lecture in hall with all my students physically present at deakin next week we went into lockdown amp it s online lectures amp wfh since then today i gave my last lecture of don t know what to feelacademicchatter,0,Melbourne
2020-09-16 12:49:50+00:00,no my calendar has not crapped out mine and the teams alarm clocks are set for unsocialableo clock so we can get the most out of casssms it s the wfh pdt timezone jetlag kicking in massgeek,1,Melbourne
2020-09-15 10:16:48+00:00,happyengineersday to all engineers around the world working hard in every field even in these challenging times tuesday twitter engineering strongertogether pandemic wfh,2,Melbourne
2020-09-13 12:42:09+00:00,the desk wfh,1,Melbourne
2020-09-13 10:50:07+00:00,need a turbocharge to your motivation right now here it is my new podcast interview with hiam sakakini podcastsapplecomaupodcastkat leadership covid wfh motivationmonday katietalks,1,Melbourne
2020-09-13 05:48:11+00:00,wfh chronicillness are you moving,0,Melbourne
2020-09-11 01:08:43+00:00,friday wfh aspirations i realise i there s no desk but there are clean lines and solace gilbertkann on insta,2,Melbourne
2020-09-08 11:46:56+00:00,wfh be all about updates do you agreecomment and let us know,1,Melbourne
2020-09-06 01:35:17+00:00,pretty much the academic year of academictwitter academicchatter workfromhome wfh lockdownmelbourne,1,Melbourne
2020-09-03 02:43:59+00:00,working from home perk h surprises me with a handpicked flower posy for my desk daisies flowers wfh lockdownlife brighton east victoria,2,Melbourne
2020-09-02 08:24:13+00:00,our wfh share your experiencemakers drive continueskunal gupta a software engineer shares it with us wednesdayvibes storytime lifeatiotasol,1,Melbourne
2020-08-28 03:40:39+00:00,such a beautiful day we ate sushi in the backyard for lunch today wfh iso lockdown bari loved the company melbourne victoria australia instagramcompceaxidvnmmb,2,Melbourne
2020-08-26 06:57:48+00:00,our colleague siddharth kumar shared his wfh experience with us follow us on linkedin for more posts wednesdayvibes,1,Melbourne
2020-08-26 02:10:42+00:00,parenting fail when your children refer to an atlas in their class zoom as an adidas atlas homeschool fail workingfromhome wfh adidas basketball ballislife,0,Melbourne
2020-08-24 04:15:58+00:00,when you feel like someone is watching someoneiswatching eyespy thatface isolife wfh pugs puglife puglifethuglife pugsofinstagram pugstagram dogs dogsofinstagram instagramcompceqhjfhnpou,1,Melbourne
2020-08-24 03:50:48+00:00,whos mondaymood is thislet us know in the comments below mondaymotivation emails wfh weekendvibes work memesdaily,1,Melbourne
2020-08-20 21:50:49+00:00,businesses that have not taken on the wfh culture had this shoved to take it up with lockdown i love wfh no commuting less idle chatter and a focus to what is on hand if only i could get my grader to do the same and i ll be set wfhlife newnormal,2,Melbourne
2020-08-17 23:42:17+00:00,ootd wfh sstutteruk cassettetapes mixtapes fuchsia cobalt aquamarine yellow kew victoria,1,Melbourne
2020-08-16 08:26:39+00:00,the bottom line is the bottom line wfh nopeakhour efficient twittercomsammartinosta,2,Melbourne
2020-08-15 23:35:58+00:00,here is was thinking that wfh with two kids under was challenging doing it with no internet connection for several days is next level thanks nbnaustralia perspective,2,Melbourne
2020-08-12 23:40:41+00:00,this has been true in our household after wfh since mid march twittercommarcparlanges,1,Melbourne
2020-08-12 23:28:23+00:00,wfh has been a thing for so long now how are some people still not understanding that they need to mute at various times,1,Melbourne
2020-08-12 23:19:46+00:00,latrioli i turned while wfh to hear abusive text messages within minutes calling danielandrewsmp childish names this is contributing to the pile on and undermining the health message you have lost my respect,0,Melbourne
2020-08-12 23:08:59+00:00,afr robertharleyafr has sparked a ferment of thinking about the future of work home or office cbd or suburbs hub or spoke the future is a hybrid part home and part office afrcompropertycomme afrproperty sdgs wfh,1,Melbourne
2020-08-12 11:03:19+00:00,if you re one of the many australians wfh right now here are sciencefocuss sciencebacked tips for successful working from home personally we here at scienceworks are proworking in comfy pants so we re going to ignore tip number,1,Melbourne
2020-08-12 10:29:15+00:00,day disasterdiary it has been a week since i am back wfh due to highlight of the day an evening walk in very estimulating company thanks for the company and the tips helenejuliaf melbournecurfew postdoclife keepswimming,1,Melbourne
2020-08-11 05:42:25+00:00,here are my tips for happy ergonomics when wfh wfh ergonomics physiotherapy posture headaches backpain bitlywfhhappyergono,1,Melbourne
2020-08-10 00:24:53+00:00,yes it s monday morning but some of us are still dreaming of the weekend wfh frankiesays gothereds,1,Melbourne
2020-08-09 00:39:28+00:00,working from home making me less and less productive everyday wfh,0,Melbourne
2020-08-08 04:24:07+00:00,arup s cameron dymond planning controlsneed to encourage more mixed useactivities could move to the suburbs with the repurposing of white elephant mallshubs located closer to where wfh workers livesdgs wfh walkableurbanism,1,Melbourne
2020-08-08 04:13:57+00:00,the weekend australian damonkitney most ceo s say three days in the office will be the norm for staff and productivity in a virtual workplace is as good or better than the traditional officetheaustraliancomauinquirerrethi sdgs wfh walkableurbanism,2,Melbourne
2020-08-06 10:51:08+00:00,be warned tmpbrock and carolineewelles a barrage of candidates for the parkville friday furry friends are now coming your way i call this one and this how we zoom bari wfh melbourne victoria australia,1,Melbourne
2020-08-05 21:37:03+00:00,thinking of my melbourne colleagues today whether that is a hcw on the frontline moving back into logistical wfh juggle or not able to work at all under the permittedworker scheme we still need clarification on many items alliedhealth vicgovdhhs dhhsvicgovaupermittedwork,1,Melbourne
2020-08-05 12:25:18+00:00,but maybe it s all planned everything that is going to happen was always going to happen as if we re all being moved by this mad conductor we ve all been here before just one endless round amp round amp something we can t control lockdownlife onlineyoga wfh,1,Melbourne
2020-08-05 12:20:32+00:00,like the distant ripples on a pond thrown up by the stones of fate do you ever think about how everything we do is an echo of something like how everything we ve done is going to happen again amp everything we re going to do has already happened somewhere else onlineyoga wfh,1,Melbourne
2020-08-04 00:12:16+00:00,gregorykj oh ive been known to use a blanket on cold days wfh too mine is similarly soft and luxurious but is more of a shiraz colour,1,Melbourne
2020-08-03 03:27:59+00:00,great production by vice vicenews hbo on the future of work have a watch on youtube futureofwork wfh office work,2,Melbourne
2020-08-03 02:40:02+00:00,day of wfh again goodlucktousall derrimut victoria australia,2,Melbourne
2020-08-02 11:21:15+00:00,no travel so lola and i made a little london skyline for my wfh desk petsofswinburne catsoflego sundaynightcurfew swinburne csiro,1,Melbourne
2020-07-31 02:37:35+00:00,every week since lockdown pwcau melbourne s managing partner pk has hosted our inside melbourne webcasts it s a great way to keep a team feel and listen to the views of amazing people this week we had anthea loucas amp chris lucas join us wfh remote webcast chat,2,Melbourne
2020-07-30 00:12:34+00:00,gregorykj jessholien im also trying to cheer myself up with one of my favourite tops while i wfh,2,Melbourne
2020-07-28 10:36:50+00:00,scientistrhi drmistyjenkins i ordered new wfh workwear online to break to the boredom seriously comfy yoga pants plus some comfy but cute long sleeve tops i wasnt previously a fan of online clothes shopping this is a new thing,2,Melbourne
2020-07-28 10:05:29+00:00,realised today that i am literally wearing of my wardrobe of the time comfy wfh workwear covidsucks nomakeupeither,0,Melbourne
2020-07-27 22:06:13+00:00,thanks herdjournal for letting genine and i know we are our paper on phd students who care and wfh what a lovely surprise congratulations to all authors twittercomherdjournalst,2,Melbourne
2020-07-20 07:57:25+00:00,just hanging around and practicing my acrobatic moves these scarves are so handy petsofswinburne cocothecurious wfh academiccats,2,Melbourne
2020-07-20 06:49:10+00:00,my computer tries to remind me of its existence by flashing every day for a few seconds justtechthings wfh,1,Melbourne
