,text,sentiment
8430,xox oh god everyones dying but its mainly justin depressing me,0
8431,home i dont know what im doing tmrw besides the whole mommys day thing but then what feeling awesome night you guys,2
8432,wish i could attend this year but these small events like the nba and stanley cup finals keep getting in the way work work work,1
8433,wants to go the the vintage paper show but no one will accompany her,0
8434,i lost my artistic abilities,0
8435,no news on the kid they cant find the parent,0
8436,hey sorry i just got the tweet about the puppy and someone already got it,0
8437,off to bed still exhausted from vegas,0
8438,just going to cook some lamb chops for lunch i always end up coking just before pay day and amaze myself at how much i can cook,2
8439,is loving life,2
8440,bass drum heads breaking equals bust who needs tickets for may you,1
8441,you missed me lol,1
8442,yeah we actually went in the room they were at i just didnt look under the counter where they were,1
8443,lol what did perez say now please dont make me actually go look,1
8444,fml ughhhhhhhhh im not going anwhere today just sit in the bedroom i share with my mother and cry,0
8445,gant popularity contest and they think twitter will help and its become trendy,1
8446,may the forth be with you,2
8447,yay made my first sale on redbubble that makes me so happy,2
8448,bummer i missed taylor swift on the today show those were my only plans for the day,0
8449,just finished dinner it was yummy,2
8450,i had to work and missed it shannon could barely contain herself she had an amazingly good time,1
8451,yeah they are basically awesome,2
8452,got hit by a car and got screwed o oepn wounds a broken finger broken toe both toe and nail fed up,0
8453,anyone know what to do when your pc keeps restarting itself,1
8454,yay just bought american dad volume also seen australia is out on dvd could be a lot cheaper than going,2
8455,im definitely makeup challenged so curling lashes and tined moisturiser does this tip come with a glossary,1
8456,whats good about working a doublejasmin,1
8457,just got finished cleaning and putting out my moms presents happy mothers day im going to sleeeeep,2
8458,i been coolin and ya know me,1
8459,is so sick of myself my life im never going to be as good i want need to be xoxoxo,0
8460,ok i am finally starting to hit a draw but now my short game has gone to,0
8461,just got back from the er i cut myself while trying to cook a nice lunch stiches on my right index finger talk about ouchie,0
8462,found none,1
8463,never touched a drop me,1
8464,perfect way to end a totally boring day sleep goodnight,1
8465,sucky day so far hope it gets better,1
8466,could be getting sacked soon not good,0
8467,cant wait to see those pics,1
8468,pinkgreen love it,2
8469,i dont understand anything help,0
8470,is incredibly worried about stanley,0
8471,dont care about my struggles,0
8472,how about suse,1
8473,i feel like drinking wine but i dont have any,1
8474,hmmmthe one restaurantone grocery is sad not the dukbolgi,0
8475,on another note i totally love this pic of you and your dadold pic,2
8476,i will promise to bring me back something from the moon,1
8477,its and im already dressed but were on set today so let the real fun begin lights camera action,2
8478,moving back home today pro obnoxiously closer to con no more mpls runsexcursions for at least a year,0
8479,living my life,1
8480,i have the weirdest hives all over my legs and arms what the heck am i allergic to it itches so bad dang it,0
8481,aww jon ryan bob and greta in one picture how adorable and it brightens my morning ty jon walker,2
8482,is a lil sad bc i wont be able toeat a hot dog and big kahuna cookie sandwich at the ranger game tonight,0
8483,cant wait cant wait to see the concert experience i live in the uk the was the trailer at the cinema yesterday,2
8484,running errands with my little man maybe he wont act like a year old today,1
8485,the movie was amazing but a little to short i wanted more,2
8486,with thee ladies getting retarded,0
8487,whaa you really should and are definitely optional though i liked them but im also crazy,2
8488,ok happy star wars day everyone as they say may the be with you,2
8489,its so addicting but its kind of a curse to do them at night time everytime i do one i feel like making music afterwards,0
8490,its just one day do a week of to compensate,1
8491,happy star wars day may the be with you nice that we get a holiday to celebrate fb,2
8492,hello all my new followers there is suddenly a lot of you so will take a little time to get round to you all,1
8493,xmen movie was pretty good kinda predictable points but good action sequences,2
8494,feeling better still coughing not moving on yet its impossible,1
8495,its and im already on my lunch break,1
8496,nice i cant ever get that from my ex,2
8497,bbcrew dude im sleepy and went to bed as soon as i got home whhaacck,1
8498,aaaaaw i want to live in the usa,1
8499,you follow me i follow you as simple as that,1
8500,ready to chill on the couch and watch a movie,1
8501,time to mow the lawn,1
8502,kill her,0
8503,im pretty sure isis has a tapeworm so shes allowed to snuggle with me all she wants tonight,1
8504,i know it just falls right at my time like right in the middle of the day,1
8505,ahhhhhhh its my birthday and i cant belive i found out im seeing yous tonight best present everr,0
8506,they tried to take me jail sissy apparently i have a warrant in agg town yeah shocked the hell outta me yeah right,0
8507,i had a new work picture taken today hated it it looks too much like me,0
8508,liking the windows release candidate so far also liking my new video card and terabyte harddisk,2
8509,d hes a lucky baby he has a wonderful family do u know when u could take him at home,2
8510,awwwwwwww man my baby dried up,0
8511,this day will pass slowly all of these days will rawr,0
8512,big sugar yet another bandwagon i was too late to get on next sd bnl should reunite them kind of like they did for the odds,1
8513,its definitely worth it art not withstanding i hate moving and hate packing even more,0
8514,moved the first load of stuff into s garage for storage now for round two me and guys move into our new place on monday,1
8515,no i am not a mom or dad hmm well i will forward the link to my mom i am embarrassed now,0
8516,hahah i sowwie hun whats up thoe,1
8517,welcome to twitter i hoped it wouldnt be long before you saw the light and joined us,2
8518,love your background i just might have to copy it,2
8519,yes haahaaa break out the jellybeaniesss,2
8520,yeah its good just startled me,2
8521,never been to the usa before it would be great to the cruisetour next year whatever it is its gonna be a blast,2
8522,ive got sunburnt knees its funny now but i bet theyll sting later had a fab day though x,1
8523,that was reallly good,2
8524,lol on blipfm is not the on twitter i hate that song btw,0
8525,real sorry to hear that ma,0
8526,i am so glad its friday i just got off work and im so tired,1
8527,kids will not eat salad so they getting crisps only salad for me and mr can make his bloody own,0
8528,offically in dc missing my numero uno,0
8529,retweeting win an att pantech matrix pro its easy to enter so go do it,1
8530,i was watching parental control,1
8531,as nerdy as i am i just found out it was star wars day today i love you d,2
8532,i wannabe in dubai,1
8533,how can it be so freaking difficult to get a systemwide spellchecker id settle for an office suite one stupid unhelpful windows,0
8534,atx lol i havent watched it yet congrats,2
8535,oh great radio disney doesnt crash with the latest webkit so my kid can run it again hey wait,2
8536,i dont care who gets mad i like speaking my mind im alreadt crazy so it helps me not go off da deep edge u,0
8537,loving life lately looking forward to going to see samantha hanging out with natalie right now,2
8538,had a great time at six flags yesterday its summer my friend spent the night last night and just left so now im bored,1
8539,star wars is boo i wanna do your jobe hand it over u can act as me at my high school lol,0
8540,ur friend sent me,1
8541,rogï ½rio minotouro will fight now,0
8542,thanks for the r but sorry the lotr was spam,0
8543,flirting ima good man with bad habits,1
8544,thanks,2
8545,damnit sorry to hear dude,0
8546,ha youre righti know youre right,2
8547,at workthinking about things when i should be working,1
8548,hi sharon missed you on our x factor last year come back x,2
8549,x haha you sound like lizzie l shes got a sister who is older than her and shes like argh all the time,0
8550,pool alcohol a cute band couldnt ask for more on a saturday night fb,2
8551,feelin lonely now after spendin the last hours with my friends,0
8552,its nto as good,0
8553,you know i love me some jordiebut that is not the best version of cg admit itlol,1
8554,whos the one always working now oh yeah still me,1
8555,just broke her dresser shes had since she was three,0
8556,yes it does,1
8557,kayyy xd yeah everyone always talks about the part where the dog dies i need to find a movie that you havent seen now xd,1
8558,is in bed not able to sleep bloody bipolar,0
8559,is new to twitter and has no friends here or should i say followers,1
8560,whooops wrong smiley its supposed to be lol,0
8561,she must have a very adwancrd sense of humor thats funny,2
8562,have you watched persepolis broken english is also nice for sundays,2
8563,i dont know how to send it to you anna let me think for a bit and i will find some way to do it,1
8564,got my cable set up win got my lock put on my door win feeling a tad neglected fail,1
8565,it was on my cnn subscription on google reader i couldnt help but repost it,1
8566,bah i dont think s fb fan page will get to,0
8567,nothing to do on a friday night,1
8568,last late late with pat kenny bless,1
8569,look at this i cant see them at all what the heck,0
8570,wut u want a shot of ma,1
8571,its my evening,1
8572,cant play world in conflict because the computer is running too slow,0
8573,all my loved ones are leaving on sunday sad,0
8574,excellent the suzaku are back together woop last episode hope its a happy one im a sucker for these really lol shh,2
8575,oh cool d im going to like a bunchh of jb shows this summer i am so broke now though haha,1
8576,yeah me too will lookout on your tweets too happy tweeting,2
8577,coming to the end of my vacation,1
8578,i really like pink after i saw her live while in the new tmobile advert,2
8579,im totally gonna have money to actually buy a pair of shoes this time,1
8580,why am i weird,0
8581,xatl u mean jack barakats wow so have u ever gone to his house hehe i mean ur ssoo lucky to have the address,2
8582,alas i am moving like where im moving too but the actual moving ugh wish i could go too,2
8583,not that funny i wont jump,0
8584,i dont have a bank i cash my at tom thumb ive had four bank accountsand theyve all gone negative,0
8585,im still thinking idk,1
8586,leaving now dont miss me too much tweetbeaks,0
8587,shame i dont still have my compaq portable which was really anything but portable lmao last tweet now toodle pip,0
8588,yeah theyre great i think well hear more of them in the years to come,2
8589,no kidding there ugh one thing i know for sure it wont be me showing the property this weekend,0
8590,cant wait to get his hands on his new blackberry this one is dying on me,0
8591,ftw awh im sorry im probably going to do the same thing haha,0
8592,wtf why am i just getting up now hmtm today but before that revision revision revision,0
8593,in the middle of breakfast the school calledyepback to get migraine this week or maybe one that never went away,0
8594,emo moment just said good bye to my best friends ever but well meet again for sure,2
8595,aw how come ur up so early love ur youtube vids btw,2
8596,i have class tomorrow and tomorrow is saturday i hate having class saturday,0
8597,heres a brief preview omg james is creepy in that role im scared of him,0
8598,parking garage concrete pole the new odessey,1
8599,re chocolate thing,1
8600,oh no i hope its not too baad tell mya i hope shes gets better soon,1
8601,although i know he would never be okay with a homebirth moot point since were done w babies,0
8602,bara closets adventure aggghhhh enough muak mcm baby gary ku sudah,1
8603,alas we cant broadcast the lunches as we have no bandwidth in those rooms,0
8604,wow nowyour really kickin careys butt with this competition see you both very soon,2
8605,bye for now people,1
8606,feeling like im gonna fall asleep any time now but i cant,0
8607,watching jonas ep,1
8608,is goin out to dinner,1
8609,granted it wont do that either,1
8610,goingg to school today,1
8611,i accidently dropped it now the screen is all messed,0
8612,your steve chai sounds awesome wishes she had one now but im stuck with idontknowwhatdamnbrandcoffeethisis,2
8613,i found out this morning too,1
8614,heeeey good luck for unair sweet,2
8615,i broke up with christian bale when he played batman,0
8616,i was right about the wave off,1
8617,mom asking if im feeling better after dargah visit dad swears he sees ve change i am amused but yeah still depressed,1
8618,not really d nice pic no but could u imagine those i thought so,2
8619,sure as long as you said where theyre from glad you like them,2
8620,going to the grocery store with my best friend,1
8621,yeah i know its so stupid there no jobs i mean come on,0
8622,wanted to visit the animals but we were too late,0
8623,o dios acaban de tocar the pains of being pure at heart en el primavera sound life is not fair,0
8624,i have become my mothers slave,0
8625,got an email from my auntie bout fathers day mothers day wseven moms but fathers day will consist of dads realitycheck,1
8626,wishes a happy mothers day to all mothers especially her own,2
8627,do you need to go on a bike ride,1
8628,i just signed up for japanese at clark college it will be a night class with kameisensei only two days a week kuso,1
8629,im poorly and cant sleep,0
8630,no juice here i didntb even let him use my computer,1
8631,no one calls me anymore,0
8632,the jetway feels like the seventh layer of hell oh and there are way too many babies on this flight and i forgot my bose,0
8633,miss my bestfriend now she left school,0
8634,have you managed to breathe since getting the news,0
8635,eating pancakes what is better than a day off with steviej,2
8636,look who i brought home,1
8637,ahhhhh i needa hurry up and shower before this huge storm hits,0
8638,and here goes my first twitter from twitterberry application from my blackberry bold cheers long live smr,2
8639,enjoying lazying around eating roses chocolates x,2
8640,me and arlando are totally done i havne talked to him in a long timenow i just have to find a worth while man,1
8641,found out my friend isnt actually but hey happens,0
8642,i get motivated by the fact that i know ill wake up and be more productive if i go then if i sleep in just me though,2
8643,everything,0
8644,bears beets and never mind how about takeout and wasabi vodka with ginger ale and lime,0
8645,i am following mya,1
8646,justin timberlake totally rocked snl tonight ooh and happy mothers day another hallmark mkting tool,2
8647,ohhhhh with ya,1
8648,the is definitely going sold the and is too heavy think ill get away with the twedding,1
8649,oic will need to get upgrade space if i do want to use it thenthanks will most prob only use photoshop and dreamweaver,2
8650,watchin grease and waiting for to hurry up and come so i can talk to my girl ugh it seems so far away,0
8651,we finally got our graduation gear today im so excited can you believe it just days left aaah and the sweater is so cozy,2
8652,just realized all his fantastic nerdfriends no longer live in rochester,1
8653,how is it is it good flora,1
8654,cant believe i stay out this latewaking up for work in tminus,0
8655,mcc bye scotty im gonna miss you,2
8656,would you travel to the uk for one the big us meets sound great id love to go to one of those so many furs so much art,2
8657,worried about bry he has bronchitis and a sinus infection poor baby,0
8658,nice pc authority review of the tivo vod service here im still loving my tivo,2
8659,apparently were not as good as the brazillians tho,0
8660,is going to be in cincinnati all day sundayvisitin with an old friendbrother from korea then a date with someone special,2
8661,going to take my sociology exam and back to bed,1
8662,makeup cute dress im ready to go,2
8663,you stopped followin me,1
8664,eh they shut the freeway down omw to a job interview so i guess im gonna be late,0
8665,not feeling too good at all about to head to work from not a bad shift just not fun when you dont feel well hope it goes fast,0
8666,i wishhh,2
8667,poor you if i was with you right now i would probably give you a hug d,1
8668,that sucks,0
8669,gonna walk around for an hour now i but im totally motivated wahahaha,2
8670,got followers now,1
8671,and it never arrived have to wait until monday now,0
8672,isnt msn in this case a lot easier hahaha,2
8673,happy mothers day,2
8674,oh yeah the grill is outits bbq tonight at the house,1
8675,that sounds like the scariest zombie dream ever,0
8676,gooooood morning,2
8677,why do so many ppl on mile have ashy elbows,1
8678,what a dreary rainy crappy day,0
8679,ah hate it when that happens the race to erase ms is this week are you going,0
8680,ahhh i finally went to yogurtland i saved my spoon hahaha,1
8681,qw,0
8682,my car is broken,0
8683,excited for enfest yaaaay,2
8684,i get to go to coffee now its no fun i hate it too,0
8685,haha yeah it was,1
8686,sometimes after a long weekend you just need good conversation thanks bro,2
8687,off to bed i have a hot date with sudoku and maybe a chapter or two reading if i can stay awake that long have a great night tweeps,2
8688,ohh haha ok thanks,1
8689,mcfly parody by chris moyles,1
8690,why do i always have a headache,0
8691,almost lost my phone,1
8692,on another note geodefense easy down onwards to the medium maps where a whole other world of pain awaits my exploration,0
8693,ouch just burned myself making soup for nico,0
8694,at pool in orlando got new kicks going to seaworld tommrow miss my best friend,0
8695,u were doing good with the replys now u fallin off sad face,0
8696,just got back from mcfly concert ahh it was so amazing and i am now in love with david archuleta,2
8697,her son is and captured it outsidethank god i have a little girl,2
8698,omg that did not sound right u better b grinning thx,1
8699,writing my first tweet,1
8700,the stars are out where were you when i needed you,1
8701,recovering from a lovely but slightly stressful weekend in france,1
8702,i know people say that power naps are good for you all the time but i kinda always miss the alarm,1
8703,gov hi gov how are you,1
8704,heading out to do a relay in the belfast marathon,1
8705,oh please mark all toe tweets with toe is trying to make trening topic out of toe,1
8706,i want to hang out and play but i cant fiddle faddle on my workload,0
8707,falling asleep and waking to gun shots arent fun,0
8708,bosworth hey lo,1
8709,cleaned the screen on my new pc dos machine and took another screenshot,1
8710,what you said is as good as day dreaming sorry to say that our country is in such a state,0
8711,with,1
8712,thanks for ff wink,2
8713,try to play john travoltas grease lightning bassline its cool,2
8714,tweet i am up to tweets,2
8715,dear daniel good news from nintendo they want you as a potential lotchecktester hoffentlich wirds was mit der stelle,2
8716,are you shattered after that long week thats a pity about tomorrow night,1
8717,marks the end of our roommate era and you never made wontons for me again,1
8718,what happened to all your sexy quotes,1
8719,word to yer mother m,1
8720,robert ha that was ages ago youre in la right the weather is much better there,2
8721,i need food it took an hour to get to work this morning leaving me no time to get my morning coffee and bagel,1
8722,on her way home from prom so fun,2
8723,i used to row in high school and just found out there is a rowing club ten minutes away from me so i thought i should sign up,1
8724,just watched the trailer for the new sam raimi movie drag me to hell looks interesting but there was no humor in it,1
8725,im feeling pretty energized ready to face the day wonly about hours of sleep hope it lasts all day,2
8726,go canada they made nikkie payne comic well she is soo yeah but she is only funny to pervs or teens or people in my family,2
8727,sunburn is not as fun as i remember,0
8728,is now on twitter,1
8729,disappointed she didnt win teh glassez,0
8730,based on the similarity between may the be with you and may the force be with you today its the star wars day,1
8731,yep itï ½s mothers day here as well but me and my family ignore it weï ½re celebrating it every day lol,1
8732,addin to that last comment was spose to be going to see the jonas brothers movie but guess what i couldnt go aswell cos im sick,0
8733,re home thats exactly what i meant home in dtown also re computer uh i brokt it,0
8734,you can ride one you can catch one but its not summer til you pop open one,1
8735,that is messed up i hope your day gets better,1
8736,my flip flop just brokewalking in downtown seattle,0
8737,why are matters of the heart so complicated,0
8738,was gonna dm you but it says youre not following me lol after all ive done hahaha,1
8739,wants to game tonight with her friends,1
8740,hey never realized that you also get a twitter account your guides are truly many times a lifesaver to me,2
8741,right im off for a shower my little treasures ill see you later on,2
8742,i love my boogah can anyone contain lebron james talk about so sick,1
8743,hee hee i only holiday in the gutter try to get there once a week at least welcome lol,2
8744,too early ill spill my corn flakes,1
8745,either way thats unfortunate to hear thanks you both for the heads up,1
8746,yaaaay mish is following gab,1
8747,getting emilie in half an hour should get up have a nice day all talk later i hope,2
8748,heya thanks for accepting the add,2
8749,nuggets game with everyoneeeee except,1
8750,i received some excellent birthday presents party was the usual success,2
8751,still waiting to have a beer with moldovan at least hes happy i came,2
8752,im bummed that i cant wear my sweet nike kicks to work,0
8753,oh plzzzzz u never had time for me,0
8754,ur going get tired of hearing from me but i just saw a preview of ur movie year one and you were in it how funny yeah,1
8755,ok i got you knight,1
8756,ooh a storm thats always welcome news happy mothers day,2
8757,that preview of a trailer for new moon was a seconds still watched it tho twice lol figured i missed something still sick,0
8758,i miss vlogcandy,0
8759,thanks,2
8760,i think the is confusing cant believe that many peeps will know that it should be a heart,0
8761,was mostly sick when she went to bed but woke up feeling mostly dead,0
8762,ranjan did i ever mention what a nice and awesome dude you are,2
8763,euhm im french and i dont really understand english poo,1
8764,its so sad how dead it is,0
8765,lol ive been in bk for over a year going on and u havent come yet,2
8766,still sick thinking about naming the puppy june,0
8767,omg cat had a hairball awake now,0
8768,sam and sean are teasing me saying they are gonna get wings without me,1
8769,our neighbors cat died i really loved him,1
8770,finally got the bike i wanted,2
8771,thats why i need to be thereto represent the blackberries,2
8772,july flight gets in my mate here is on about goin hm early so am all,1
8773,in the end the magic of and so to dream wins along with swaying back and forth within site of a sleeping mommy,2
8774,smackdown is a lot more boring without maria,0
8775,thats mean,0
8776,i suppose this will be in the blog post but could u email me who was there too,1
8777,just got home but about to leave again,1
8778,awlll mann we should meet up this summa or something,1
8779,nah youre just altered forever enjoy,2
8780,sick im totally getting too bad you guys didnt get to play in boston,0
8781,blue skies where its still grey and hazy out of my window,0
8782,yao is out for the rest of the season nooostaying home on a saturday nightshockgot my phone fixed,0
8783,arrggh kids that wont settleneed some kava for liam thatll sort em,1
8784,no one is at the tesla dealership,1
8785,well done visteon belfast years salary paid just shows what happens when you stand up for yourself,2
8786,ming me is gg for summer sch though not attachment yan can go see the blog check my msn or ask kinny,1
8787,just woke up i dreamed i had new emails sadly it was just a dream,0
8788,the sun is wonderful but makes me feel incredibly fat the less clothes and more exposure thing today i diet again,1
8789,playing sudoku while mommy makes me breakfast lunch,1
8790,yeehah quality,1
8791,coffee time be back later kisses,1
8792,haha thats way cool good morning,2
8793,will do promise thanks,2
8794,my eyes are starting to hurt its getting super late but i just gotta keep tweeting haha philippines tour please tom,1
8795,strike one three and im out,0
8796,well i hope you have had a good weekend and even more so have a good day at work its already monday hereso far so good,2
8797,sprained my ankle like really badly and tore some stuffs it hurts and its my birthday weekend,0
8798,i believe that you are,1
8799,wishing i could see nerd headline fest at depaul tonight,1
8800,changing my online nickname to mtaby which will hopefully be my uniqname as wellhope the change goes by well domain is available,1
8801,done some book signings in manchester nice people up there enjoy the week,2
8802,orangepineapplebanana smoothie after a very long very hard day heaven,2
8803,ryall what if i thought i was a star trek person but i wasnt all that crazy about the new movie,0
8804,all good take a rest,2
8805,i wish i was outside thats the only thing thats gonna kill me about work all day everyday during the summer,0
8806,very interested however low carbs for the next month means no beer for me,2
8807,i love when i have time for starbucks,2
8808,maitreya for bobbys bday yay,1
8809,ive sent a twitter invite to poet friends im hoping they will come poetize would love see more poets here poets,2
8810,since im reading the twilight series and watching underworld today i gotta sayperfect pic for my day,2
8811,friends from travellers tales held a farewell party for me but i kinda disappointed them that i would still be here until sep my fault,0
8812,eating halls cuz i have a sour throte,1
8813,trying to learn how to do this twitter thing ill get there welcome to all my followers though im not that interesting,1
8814,waitin on them tell me whats the plan,1
8815,eating breakfast and drinking coffe strong coffe,1
8816,cheer up buttercup rain will go away and hearts always mend i can actually bet on that,2
8817,e aw well im sorry you dont like july for those reasons,0
8818,listen to ftsk they stop my bordum haha how was your day finished crying about harold ha,0
8819,aweee im sorry but deep down u know i love ya,1
8820,oh nice going,2
8821,went to a party last night dindin and i showed up in matching outfits great minds think alike anyway happy birthday ate lara,2
8822,happy mothers day you are beautiful,2
8823,love u and love mr player come visit me i miss u girls,2
8824,awwww i have no internet right now drummer boi,0
8825,so seriouslyi need a date to a wedding really dont wanna go alone its may chance,0
8826,i have no swine flu because of the temperature screening here i feel like a criminal with my cold,0
8827,im not sleeping at all until accepts my appology,0
8828,hm this not a good medium for much more then yesno i am responding to previous postsdays ago other conversations we had,0
8829,oh yum rhubarb these links are fab thanks,2
8830,its a calandercalendar collander bahaha that part was hilarious of course the whole thing was hilarious,2
8831,ive always been pretty athletic i especially love bball anyway yeah i can run,2
8832,hey u forgot me,0
8833,thanks im a fabric addict lately ive bought soooo much,2
8834,just went with kerri to her locker for the last time,1
8835,sending you both tons of thankful love for sock summit i cant believe the utter that some people spew,1
8836,ld come if u could but australia is just too far away,0
8837,sike sike call it truce u still a and my ppl still gonna air u out tho,0
8838,aw i couldnt see robert before practice that makes me sad,0
8839,new top,1
8840,i lost my star trek ring starfleet academy class ring w golden gate bridge on it got it as high school graduation present,1
8841,thanks everyone for twittering with me still a newbie so if you have friends who you would like to invite here please help a girl out,2
8842,awww so thats him nice attempt at hiding from the camera,2
8843,seattle i totally got about golden girls that is a show,2
8844,what up lisa sorta quiet im usa so gonna crash soon,1
8845,jus got done swimming soon ima need to stay outta the sun,1
8846,dammit i guess my baby daddy is some impostor theni kid i kid,0
8847,wow youre doing this all through text i would get tired after a while,0
8848,need to fold laundry and finish dishes clean out the rabbits cage too thats about it that really needs to be done doable,2
8849,eating chicken noodle soup its one of those days,1
8850,no twitpic lol,1
8851,still bored but not long now till the next tour date,1
8852,st pub anyone tonight dont want to be a lonely drunk tonight,2
8853,nvm ill stop whatever see you i guess,1
8854,need a tickettttt gah ya youve got me on there havent listened to dear elliott for a few weeksoverdue,0
8855,bowling with cousins awesome,2
8856,took a shift tomorrow i dont really feel like working right now,0
8857,asda ready meal i dont think ill ever be the same again,0
8858,gettin some fuel too bad no one is reading this,0
8859,i didnt get it although as its a religious thing i think ill let that one slip by,1
8860,im feeling better now that i have something in my tummy,2
8861,wee are going to the movies tonight to see wolverine,1
8862,chilling on the sofa i hate vaccinations i feel sooo ill,0
8863,going back home tonight,1
8864,crazy we live in a small world and now u live in covina huh thas where im but back to chino i goooo,1
8865,at the dr office for abbies second round of shots,1
8866,will we see you guys in the philippines that would be the coolest thing ever always wanted to go to one of your concerts,2
8867,if you see christoph please tell his lunch was packed this morning and he left it in the fridge,1
8868,my fav cd,2
8869,i want this but,1
8870,watching jon kate plus believe theyre divorcing,0
8871,im sad sad sad thought my aunty stina coming but no more i was so looking forward to having familyi miss dat im alone on maui,0
8872,you are one of my favorite musiciansartists ever please keep up the great work john,2
8873,going into liverpool soon,1
8874,i miss my babyyy,0
8875,is phone with tyson,1
8876,thank you i liked joes clothes being ripped off and then kevin screaming who are you xd,2
8877,thats not how we share links on twitter yours is and you can view your stats at,1
8878,nursing my scratches and bumps from festivus mud wrestling i swear theres still dirt in my hair but a good time was had by all,0
8879,there were attempts to somehow extend inner classes which would be close to closure cant find the ref atm,1
8880,candle wax is very enjoyable,2
8881,my car broke down time to start looking at getting another if its not one thing its another,0
8882,its tomorrow,1
8883,at work supposed to be a day off but too much work to get done for plm world sigh,0
8884,ugh something is wrong suddenly i feel extremely flushed and shaky and i broke out in a sweat idk whats wrong,0
8885,whats wrong with debbie,0
8886,mothers day happy mothers day mom,2
8887,im glad that wasnt my real diver theory test i failed i got questions right but i did have left lol x,1
8888,i want my woosoo like now plz i gant wait knowing shes so close is driveing me nutts,1
8889,im having a baby girl in the next days i think im gonna keep this handy funny stuff,1
8890,oh the noon i dont know if i can make that onei only get min for lunch,0
8891,wee done with advance audit paper,1
8892,gets sumthin special but i want more akankah suatu hari ku kan mendapatkannya only god knows,1
8893,lol ive just realised that ive been sending messages that were meant to be to you to a page that doesnt exist,1
8894,wishing all the mommies out there a very happy day,2
8895,is going to sleep not peaceful wanted to hear him say good night but that didnt happen good night everyone,1
8896,well she likes it so i call it a success,2
8897,workin ur crazy sched has to be tiringits gotta be hard being famous but jus kno u have bazillionz of fans supprtin u,1
8898,dun wanna travel all the way there for lunch now but yeah i have been there nice place missing shanepunjab though,1
8899,finally finished that topic quick revision break then on to how far did heath change the conservative party,1
8900,is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,2
8901,played dd on the bank holiday was nice got many xp and killed a blob actually two though the had tentacles,2
8902,a trending topic happy star wars day,2
8903,i wanna go shopping i dont get paid till next week,1
8904,just potted some geraniums then talked to the grandkids well maddie jack was outside playing i sure miss em,0
8905,im sorrryy i went to the cinema with my broth cause im cool and yeah im sorrrry tomorrow tho ill make sure of it,1
8906,welcome aboard to new followers thanks im honored,2
8907,youre rightim and ive heard the song a time or two,2
8908,lol you know me i aim to please,2
8909,i really like how the weather widget on imac and iphone always predict different weathernot,1
8910,wow is constantly ranting about his love for genghis grill too never been there not here in colorado,2
8911,actually i meant motorbike not much touring but i commute when possible about min roundtrip so its kinda like touring,1
8912,needs to find something to wear to graduation lol cant find anything,1
8913,love ice cream love cake cookies and cream ice cream cake tops them both,2
8914,or hes gonna chop you up into tiny bits one of the two,0
8915,listening to am teddy picker she saw it and she grabbed it and it wasnt what it seemed,0
8916,and i wish i gave you one last kiss,2
8917,work soonnnnnn its looking rly dead today,0
8918,uh yeah totally but then again i am in real life too sooooo,1
8919,yeahbut i finish go home get changed etc etc then im off again,1
8920,assassin we are soooo sorry we love kitties and know how much they become a part of you,1
8921,watching edition if old grey whistle test fanny mamas and the papas isaac hayes dont make shows like this anymore,0
8922,happy juddday everybody,2
8923,tempted to buy mac at acweven though i dont need anythingbut i want to try dazzleglasses,1
8924,i got it,1
8925,hell of a lot to do but they say you shouldnt complain theese days who are they and can they help me in that case,0
8926,hi thanks for following me u doing much been a long time since i last chatted to u,2
8927,around hours left until a day weekend and i have waaaay too much work to do,1
8928,im sorry about your car i feel for you,0
8929,excuse me msgomez who said you could leave,1
8930,watching thomas the train engine makes me miss george carlin,0
8931,it smells badly of garlic,0
8932,yeah my dad calls me taltal but it was taken on aol back in so i added a k for my last name coincidence is tal talk,1
8933,loved our lil tentside jam sessionmosh pit edgefesssssst,2
8934,more than youl ever no,1
8935,yeah it was a silly mistake at the end of a long day etc etc they were brand new pliers too,0
8936,who was it that said vive le difference to me only the other day,1
8937,envy how come you dont think you did good,1
8938,tummy bugs are lame got about an hours sleep if that,0
8939,cars been dropped off for service and mot getting the train home hate public transport,0
8940,added minutes to morning sleep by cutting out useless today show feels nice,2
8941,i had fun at daisys mexican fiesta,1
8942,im just about to start the second one theres only two up yeah,1
8943,time for my ritualistic friday night depression,0
8944,thank you make sure u read the groups description to better understand this project,2
8945,i wish the birthday massacre would come to australia i think they said theyre thinking about it though,2
8946,heheheheh lol i always figured hed send them your way if he got any dupes i felt bad not sending him stuff,0
8947,just called toyota car wont be ready til,0
8948,just came back from school packing for my dads house,1
8949,you are very very good why didnt i think of that,2
8950,enjoy we know you will,2
8951,just ate at chipolte ate more than i usually do now im ew full not content full but ew full,1
8952,double rainbow above the organs pretty but doesnt take the edge off my grocery tab,2
8953,he is so silly,0
8954,cheers for that will have a look at that later and hopefully get sorted,2
8955,missrachel how much,1
8956,thanks homskis its like christmas,2
8957,get back to tokyo manwe miss you,0
8958,just got my kicked in tripoly lol i got such bad cards i suck,0
8959,just another manic monday wish it were sunday thats my fun day happy monday twitterland,2
8960,thats awesome we have that this weekend too but i cant go because im moving this sat i should be a lot of fun though,2
8961,happy mothers day mom,2
8962,seriously my parents are non stop minniapolis newport for a week and now this weekend in san diego i miss them,0
8963,if you wanna read something i recommend,1
8964,i must have just missed i guess i scared tx off sorry,0
